Funcloc,Alamat1,Alamat2,Alamat3,Alamat4,SiteName
100000000387,"Desa Pusaka Jaya Utara,","Desa Pusaka Jaya Utara,",Kec. Cilebar Kab,KARAWANG,"Gillespie, Parker and Cameron"
100000000388,Desa Ragog Karawang,Desa Ragog Karawang,Karawang,KARAWANG,Mejia LLC
100000000389,Dusun Pasir Panjang Rt.04/02,Desa Cibalong Sari,Kec. Klari,KARAWANG,Guzman-Pruitt
100000000390,"Jl. Pasir Kukun,","Desa Langensari,",Kec. Cilamaya Kulon,KARAWANG,Barton LLC
100000000392,"Jl. Pancawati Cilewo,",Desa Cengkong,Cilewo,KARAWANG,Brown-Haley
100000000394,"Jln.Desa Pasir Tanjung,","Desa Pasir Tanjung,",Kec.Lemah Abang.,KARAWANG,"Skinner, Mcdonald and Lewis"
100000000395,"Sukakerta, Rt. 006/Rw.002",Desa Sukakerta,Cilamaya Kulon,KARAWANG,"Arias, Vincent and Butler"
100000000396,"Kp. Citaman Rt 4 Rw 1,","Ds.Tampansari,",Kec. Pangkalan,KARAWANG,Gonzalez-Flores
100000000398,Pondok Jaya Kec.Pondok Aren,Pondok Jaya,Pondok Aren,"Tangerang Selatan, Kota",Hernandez-Smith
100000000399,Jl. H.Gandun Rt 06/03,Cinere,Cinere,"JAKARTA SELATAN, KOTA",Obrien-Henson
100000000400,Jl. Lenteng Agung Jakarta,Lenteng Agung,Lenteng Agung,"JAKARTA SELATAN, KOTA",King Group
100000000401,Jl. Menteng Pulo Gang 8 Rt.01/12,Kel. Menteng Dalam,Kec. Tebet,"JAKARTA SELATAN, KOTA","Wu, Stewart and Boyd"
100000000402,Parigi Kec.Pondok Aren,Parigi,Pondok Aren,"Tangerang Selatan, Kota",Scott-Hudson
100000000404,Jl. Rambutan Rt. 05/06,Kel. Pejatan Barat,Pejaten,"JAKARTA SELATAN, KOTA","Fox, Hayes and Howard"
100000000405,Jl. Karang Tengah Rt 03/03,Lebak Bulus,Lebak Bulus,"JAKARTA SELATAN, KOTA",Alvarez-Matthews
100000000407,Jl Batang Kuis Psr Iii Gg Baru,Ds Dalu X,Tg Morawa,DELI SERDANG,"Palmer, Chung and Acosta"
100000000408,"Jl.Jamin Ginting Desa Sibo,Klangit","Ds. Sibo,Klangit",Kec. Sibolangiot,DELI SERDANG,Jones LLC
100000000410,"Jl. Pangkalan Budiman I, Dusun V,","Kel. Sungai Rampah,",Kec. Sungai Rampah,DELI SERDANG,Wilson-Roberts
100000000412,"Jl Desa Naga Timbul Dusun Iii,","Desa Naga Timbul,","Kec.Tanjung Morawa,",DELI SERDANG,"Curtis, Pearson and Forbes"
100000000414,Tanah Sirah,Jorong Ampang Gadang,Kec. Panti,PASAMAN,"Beasley, Johnson and Doyle"
100000000415,Dusun Buket Jok,Desa Pante Rayeuk A,Banda Dalam,ACEH TIMUR,"Smith, Carpenter and Dean"
100000000416,Dusun P Sikureung,Desa Lueng Sa,Kecamatan Madat,ACEH TIMUR,Ward PLC
100000000417,Jl. Idi â€“ Keude Geureubak,Desa Keude Blang,Kecamatan Idi Rayeuk,ACEH TIMUR,Molina LLC
100000000418,Jl Dusun T Nyak Aji,Desa Tanjong Kapai,Kecamatan Idi Rayeuk,ACEH TIMUR,"Barrett, Robinson and Lee"
100000000419,Jl. Hilimberua NaA Dusun I,Desa Hilimberua NaA,Kec. Sirombu,NIAS BARAT,Stephens-Neal
100000000420,Desa Onolimbu,Kel. Desa Onolimbu,Kec. Lahomi,NIAS BARAT,Jimenez Group
100000000421,Desa Duria,Desa Duria,Kecamatan Lolofitu Moi,NIAS BARAT,Mann LLC
100000000424,Dusun II,Desa Ulak Lebar,Kecamatan Lahat,LAHAT,Travis Ltd
100000000425,Desa Sidorejo,Desa Sidorejo,Kec. Kadung Setia,LAMPUNG BARAT,Lowe-Wagner
100000000426,"Dusun Ii,","Desa Kegeringan,",Kec. Batubrak,LAMPUNG BARAT,"Wells, Sanders and Christensen"
100000000427,Pampangan Rt. 02/ Rw.02,Desa Pampangan,Kec. Sekincau,LAMPUNG BARAT,"Bennett, Odonnell and Torres"
100000000428,Rt. 02/03 Dsn. Srinadi,Ds. Trimekar Jaya,Kec. Bandar Negeri Suoh,LAMPUNG BARAT,Sosa LLC
100000000429,Desa Ulak Mukti Rt 03 / Rw 03,Desa Ulak Mukti,Kecamatan Ngambur,LAMPUNG BARAT,Pittman PLC
100000000434,"Desa Adow Selatan, Rt.008",Desa Adow Selatan,Kec. Pinolosian Tengah,BOLAANG MONGONDOW,"Davis, Green and Wagner"
100000000437,"Dsn.Kediren Rt.02,Rw.01,","Kel.Kediren,",Kec.Kali Tengah,LAMONGAN,Wang-Rice
100000000438,Ds.Tumpeng,Ds.Tumpeng,Kec.Candipuro Lumajang,LUMAJANG,"Stark, Williams and May"
100000000439,Dusun Jonggrang Rt.24/Rw.08,Desa Taman Ayu,Kec. Pronojiwo,LUMAJANG,Russell-Brown
100000000440,"Ds. Sokosari, Rt.02 / Rw.02",Ds. Sokosari,Kec Jatiroto,LUMAJANG,"Dickerson, Reed and Bonilla"
100000000441,Dusun Vi,Desa Lubuk Cuik,Kecamatan Lima Puluh,BATU BARA,Gomez PLC
100000000442,"Rt14,Rw3,Kel.Lamawolo",Kel.Lamawolo,Kec.Ileboleng,FLORES TIMUR,Evans-Saunders
100000000443,"Wutun Kotek,Rt16,Rw8",Dusun Pamakayo,Kec.Solor Barat,FLORES TIMUR,"Burton, Campos and Harris"
100000000444,Jl Simpang Alahan Mati Malampah Wali,Alahan Mati,Kec Simpati,PASAMAN,Gutierrez Inc
100000000445,"Jl. Lintas Lhoksukon - Cot Girek Km. 7,","Kel.Desa Kumbang,",Kec. Cot Girek,ACEH UTARA,Griffin Ltd
100000000446,Dusun Satu Langkahan,Kel. Desa Langkahan,Kec. Langkahan,ACEH UTARA,Warren Inc
100000000447,Dusun Matang Karieng,Dusun Matang Karieng,Kecamatan Seunuddon,ACEH UTARA,Edwards-Adams
100000000448,Dusun Vi Manunggal,Kelurahan Seureuke,Kecamatan Langkahan,ACEH UTARA,"Cook, Erickson and Walker"
100000000449,"Jl. Medan - Banda Aceh, Ds Arongan Rt 1",Desa Blang Pulo,Kecamatan Muara Satu,"LHOKSEUMAWE, KOTA",Maddox-Adams
100000000450,Jl. Simpag Kemude,Dusun Tgk. Dibayu,Desa Cibrek Tunong,"LHOKSEUMAWE, KOTA",Nichols Group
100000000451,Lorong Haji Nafi Dusun 5,Kel. Meunasah Mesjid,Kec. Muara Dua,"LHOKSEUMAWE, KOTA","Rivera, Olson and Alvarez"
100000000452,Jl. Gunung Sitoli Lahewa Km 79 Dusun 1,Desa Siheneasi,Kec. Lahewa,NIAS UTARA,"Owens, Morales and King"
100000000453,Dusun II,Desa Afia,Nias Utara,NIAS UTARA,"Gay, West and Carpenter"
100000000454,Dusun V,Desa Fadorohilihambawa,Kecamatan Lahewa,NIAS UTARA,"Espinoza, Snow and Marks"
100000000455,Dusun 1,Desa Esiwa,Kecamatan Namohalu Esiwa,NIAS UTARA,"Henderson, Hanna and Martinez"
100000000456,"Dusun 1, Desa Faekhunaâ€™A",Desa Faekhunaâ€™A,Kecamatan Afulu,NIAS UTARA,Gallegos and Sons
100000000457,Jl. Kotolo,Desa Bolobungkang,Kec. Lobu,BANGGAI,"Maynard, Ferguson and Fletcher"
100000000458,Dusun Bungkokuno,Desa Pasir Putih,Kec. Banggai,BANGGAI,Walters-Richardson
100000000459,"Jl. TB Simatupang,","Desa Hutatoruan VII,",Tarutung,TAPANULI UTARA,Moore PLC
100000000460,Jl. Lintas Halmahera Rt 03 Rw 01,Kel. Toboino,Kec. Wasile Timur,HALMAHERA TIMUR,Moore LLC
100000000461,Dsn. Bok Malang Rt.20 Rw.05,Kel.Pilang Bango,Kec. Kartoharjo,MADIUN,Ramos and Sons
100000000462,Gedung Msc Madiun Jl. Panglima Sudirman,Kartoharjo,Kel. Kartoharjo,"MADIUN, KOTA",Hill-Anthony
100000000463,Jl. Poros Palipu,Kel. Tengan,Kec. Mengkendek,TANA TORAJA,Rodriguez LLC
100000000464,Dusun Sidomakmur,Desa Kalonding,Kec. Sampaga,MAMUJU,"Wright, Bell and Wilson"
100000000465,Dusun Muhajir Rt/Rw 00,Desa Jengen Raya,Kec. Tikke Raya,MAMUJU,Garrett-Perry
100000000467,"Rt.001 Dsn. 001, Ds. Marga Sakti",Ds. Marga Sakti,Kec. Muara Kelingi,MUSI RAWAS,Jones Ltd
100000000468,Desa Sungai Pinang,Desa Sungai Pinang,Muara Lakitan,MUSI RAWAS,"Parker, Brown and Cruz"
100000000469,Rt.013 Desa Kota Baru,Desa Kota Baru,Bulang Tengah Suku Ulu,MUSI RAWAS,Baker-Lewis
100000000471,Dusun Sungai Mengkuang Rt 02,Desa Empelu Mudo,Muara Tembesi,BATANGHARI,"Matthews, Nixon and Greene"
100000000472,Dusun Ulu Rt.03,Desa Sengkati Baru,Kec. Mersam,BATANGHARI,Mooney Inc
100000000473,Gotong Royong Rt.06,Desa Mersam,Kec. Mersam,BATANGHARI,Hopkins PLC
100000000475,UNIMED Jl.Willem Iskandar Pasar V,Kenangan Baru,Percut Sei Tuan,"MEDAN, KOTA",Burns-Graham
100000000476,Jl.Veteran Psr X Gg.Perunggu Link V,Medan,Medan,"MEDAN, KOTA",Day Ltd
100000000477,Jl. Sisingamangaraja,Timbsng Deli,Medan Amplas,"MEDAN, KOTA",Sanchez-Ross
100000000479,Jl. Galang Dusun Satu,Desa Tanah Abang,Kec. Galang,"MEDAN, KOTA",White-Franklin
100000000480,Jln. A. Sani Muthalib,Kelurahan Terjun,Medan Marelan,"MEDAN, KOTA","Patterson, Carpenter and Hayes"
100000000489,Dusun Bilang Rt.16 Rw.03,Ds. Pingkuk,Kec. Bendo,MAGETAN,Jones Inc
100000000490,Dukuh Sadon RT.001 RW.001,Kel. Cepoko,Kec. Panekan,MAGETAN,Case Group
100000000499,Jl. Sumber Mulyo Rt006.Rw002,Ds. Patung,Kec. Pungging,MOJOKERTO,Salazar LLC
100000000503,"Jl. Jend Sudirman, Samping Kantor Pos",Malundak,Malundak,MAJENE,"Turner, Murphy and Fox"
100000000504,"Jln. Abdul Jalil, Rt00/Rw00",Kel. Labuang,Kec. Banggae Timur,MAJENE,Meyer-Hayes
100000000507,Rt.06/07 Dsn.Kuncen,Ds.Seloboro,Kec.Salam,MAGELANG,"Cooper, Lucero and Hill"
100000000508,Komp.Perum. Kumala Permai Blok I,"Kec. Jongaya,",Kec. Tamalate,"MAKASSAR, KOTA",West-Lee
100000000510,"Jl Kesadaran Raya, Kodam Vii Wirabuana",Makassar,Makassar,"MAKASSAR, KOTA",Chavez and Sons
100000000511,Jl. Balana Ii Stp Ii,Kel. Barana,Kec. Makassar,"MAKASSAR, KOTA",Bell-Rosario
100000000512,Jl. Dr. Sam Ratulangi Rt/Rw: 001/003,Kel. Bonto Lebang,Kec. Mamajang,"MAKASSAR, KOTA",Adams LLC
100000000514,"Jl. A.P. Pettrarani, Makassar.",Pettarani,Pettarani,"MAKASSAR, KOTA","Escobar, Anderson and Franklin"
100000000515,Jl. Rahmatullah RT003. RW 005,Kel. Tamangapa,Kec. Mannggala,"MAKASSAR, KOTA",Duncan and Sons
100000000517,Jl. Sabutung,Kel. Gusung,Kec. Ujung Tanah,"MAKASSAR, KOTA","Allen, Holmes and Carter"
100000000518,Jl.Pelita Raya A5,Kel. Buakana,Kec. Rappocini,"MAKASSAR, KOTA","Hoffman, Richardson and Sanchez"
100000000519,Jl. Atletik Rt 01/Rw 03,"Kel. Tasikmadu,",Kec Lowokwaru,MALANG,Hopkins Group
100000000520,Jl. Glintung Iv Rt 5 Rw 4 Malang,Malang,Malang,MALANG,"Castillo, Sexton and Morse"
100000000527,"Puncak Indah,","Ds. Balambano,",Kec Malili,LUWU TIMUR,Wu Group
100000000528,Tanjung Kukuh Rt.007/Rw.004,Desa Tanjung Kukuh,Kec. Semedawai Barat,OKU TIMUR,Morgan LLC
100000000530,Jl. Raya Kalirejo Rt 06 Ds.Iii,Desa Kalirejo,OKU Timur,OKU TIMUR,Flores Group
100000000531,Jl. Lintas Jujuhan Rt.03,Desa Rio Rantau Panjang,Kec. Jujuhan,BUNGO,"Hines, Davis and Gay"
100000000532,Jl. Bukit Baru Rt.10 Dusun 2,Desa Kuning Gading,Kec. Pelepat Ilir,BUNGO,Davis-Mosley
100000000533,Komp. Perkantoran,Kel. Kurungan Nyawa,OKU Selatan,OKU SELATAN,"Patterson, Marks and Wade"
100000000534,Desa Sukamaju,Desa Sukamaju,Kec. Banding Agung,OKU SELATAN,"Burke, Robertson and Clark"
100000000535,Rt 15 Rw 04 ( Depan Mushallah,Desa Betung,Bedarah Timur,MUARA ENIM,Turner-Griffith
100000000537,Dusun I,Desa Payabaka I,Kec. Gelumbang,MUARA ENIM,Palmer-Copeland
100000000539,Dusun V,Desa Dangku,Kec. Rambang Dangku,MUARA ENIM,"Smith, White and Smith"
100000000540,Dusun 2,Desa Sialingan,Kec. Lembak,MUARA ENIM,Mendoza and Sons
100000000541,Jl. Poros Kariango,Kelurahan Bontoa,Kec. Mandai,MAROS,"Rogers, Peterson and Rodriguez"
100000000542,Jl.Bambu Runcing,Kel.Pettuadae,Kec.Turikale,MAROS,Singh-Allen
100000000543,"Desa Teluk Kayu Putih, Rt.006",Desa Teluk Kayu Putih,Kuto,TEBO,"Murphy, Mccormick and Haynes"
100000000544,Waling,Desa Lonthoir,Kec. Banda,MALUKU TENGAH,"Stevens, Garcia and Vazquez"
100000000545,Negeri Lima,Negeri Lima,Kec. Lehitu,MALUKU TENGAH,Rivera Ltd
100000000546,Rt.03/ Rw. 01 Ds. Margojadi,Ds. Margojadi,Kec. Mesuji Timur,MESUJI,Delacruz-Russo
100000000547,Rt. 14/ Rw.03 Kp. Tirtalaga,Kp. Tirtalaga,Kec. Mesuji,MESUJI,Rollins-Porter
100000000548,Jl. Poros Wonosari,Sungai Cambai,Kec. Mesuji Timur,MESUJI,Kennedy-Roach
100000000549,Rt.03/01 Ds. Pangkal Mas Jaya,Pangkal Mas Jaya,Kec. Mesuji Timur,MESUJI,"Willis, Christian and Mueller"
100000000551,Desa Mancung,Desa Mancung,Kecamatan Kelapa,BANGKA BARAT,Myers Group
100000000553,Dsn 1,Ds. Air Nyatoh,Kec. Simpang Tritik,BANGKA BARAT,Moss-Williams
100000000554,"Desa Tugang, Rt.01/ Rw.01",Desa Tugang,Kecamatan Kelapa,BANGKA BARAT,"Romero, Mays and Williams"
100000000555,"Jl. Link Bertais Rt/Rw 02/02,","Kel. Bertais,",Kec. Cakra Negara,"MATARAM, KOTA","Aguilar, Charles and Warren"
100000000557,"Jl Negara Km 30-38, Rt/Rw 005",Kel Sikui,Kec Teweh Tengah,BARITO UTARA,Acosta Group
100000000559,"Dsn Sambi Robyong,",Kel. Klitik,Kec.Geneng,NGAWI,Martinez-Morales
100000000560,Dsn Boro RT.02 RW.01,Ds. Sumberjo,Kec. Gondang,NGANJUK,Estrada-Perkins
100000000563,Dsn. Teleng Rt.09 Rw.01,Ds.Girirejo,Kec. Bagor,NGANJUK,"Ortega, Sexton and Powers"
100000000564,Rt/Rw: 02/02 Desa Wanakarta,Desa Wanakarta,Kec. Waeapo,BURU,"Mccall, Kelley and Reyes"
100000000565,Jl. Lintas Buru,Desa Pela,Kec. Namlea,BURU,Banks LLC
100000000567,"Jl. Simpati, Rt.003/05",Desa. Cilame,Kec. Ngamprah,BANDUNG BARAT,Mcintyre PLC
100000000568,"JL.Kolonel Matsuri, RT 01/ RW14",Desa Sukajaya,Kec.Lembang,BANDUNG BARAT,Davis Ltd
100000000569,Korong Padang Ampalu,Nagari Lareh Nan Panjang,Kecamatan Vii Sungai Sarik,PADANG PARIAMAN,Reed Inc
100000000570,Jl. Merpati Putih Korong Sungai Pinang,Nagari Kasang,Kec. Batang Anai,PADANG PARIAMAN,Rogers-Lee
100000000578,Jl. Trans Lik Layana Indah,Kelurahan Layana Indah,Kec. Palu Timur,"PALU, KOTA",Hart Ltd
100000000580,Jl. Perum Lagam Permai Rt04/05,Tua Karya,Tampan,"PEKANBARU, KOTA",Morales Inc
100000000584,Jl. Yos Sudarso Sp Bingung Rt 01 Rw 09,Kel Umban Sari,Kec Rumbai,"PEKANBARU, KOTA","Flores, Allen and Walter"
100000000585,Jl.Rajawali,Kel.Sidomulyo,Kec.Tampan,"PEKANBARU, KOTA",Robinson-Carey
100000000586,Jl. Lili Rt 02 Rw 01,Kel. Badung Sari,Kec. Sukajadi,"PEKANBARU, KOTA","Reeves, Powell and Lutz"
100000000588,Jl. Raya Kota Waringin Sukamara Km 38,Sukamara,Kec. Kota Waringin,KOTAWARINGIN BARAT,Richardson Inc
100000000589,"Jl. Raya Pandeglang, Kadubanen Rt03/04","Ds. Kaburon,",Pandeglang,PANDEGLANG,"Harris, Williams and Jackson"
100000000591,"Kampung Babakan Langsung, Rt. 01/03",Ds. Karang Bolong,Kec. Cigeulis,PANDEGLANG,Alexander Inc
100000000592,"Kampung Cikareo Rt. 01 Rw. 02,","Desa Sukawaris,",Kec. Cikeusik.,PANDEGLANG,Morris-Rogers
100000000594,Kp. Cibitung Rt.04/02,Ds. Cibitung,Kec. Munjul,PANDEGLANG,Burton LLC
100000000595,Kp. Gunung Batu Rt 05/04,"Ds. Ciballung,",Kec. Ciballung,PANDEGLANG,Smith-Hines
100000000600,"Dusun Samature,","Desa Cempa,",Kec. Cempa,PINRANG,"Curry, Ferguson and Fritz"
100000000602,Benteng Kab Pinrang,Benteng,Benteng,PINRANG,"Jones, Haney and Martinez"
100000000603,Rt 02/02,Kel Marawi,Kec Tiroang,PINRANG,Parker-Goodman
100000000604,Dusun Paladang Rt 002 Rw 001,Desa Mallolongi,BENOWO,PINRANG,Gordon-Mckinney
100000000605,Dsn. Ii Desa Keluang,Desa Keluang,Kec. Tungkal Ilir,BANYUASIN,"Mccall, Stewart and Franco"
100000000606,Dsn. Ii Desa Daya Utama,Desa Daya Utama,Kec. Muara Padang,BANYUASIN,Walsh-Hansen
100000000607,Desa Sako Kec. Rambutan,Desa Sako,Kec. Rambutan,BANYUASIN,"Hayes, Michael and Simmons"
100000000608,Dusun I Rt 006/Rw 001,Kel. Pangkalan Benteng,Kec. Talang Kelapa,BANYUASIN,"Charles, Padilla and Moreno"
100000000609,Dusun IV Desa Paldas Kec.Rantau Bayur,Ds Paldas,Rantau Bayur,BANYUASIN,"Norman, Garcia and Allen"
100000000610,Ds. Sukaraja Rt.018 Dsn. 3,Ds. Sukaraja,Kec. Tungkal Ilir,BANYUASIN,"Villegas, Brown and Villa"
100000000611,Karang Sari Primer 10 Rt. 03 Dusun I,Desa Karang Sari,Kecamatan Banyuasin Ii,BANYUASIN,Mendoza Ltd
100000000612,Dsn.V Rt.01,Ds.Sejagung,Kec.Rantau Bayur,BANYUASIN,Reynolds-Hunt
100000000613,Kamp.Siang,Kel.Boriappaka,Kec.Bungoro,PANGKAJENE KEPULAUAN,Serrano-Raymond
100000000614,L. Dusun I,Desa Bonto Birao,Kec.Tondo Tallasa,PANGKAJENE KEPULAUAN,Williams PLC
100000000615,Jl. Jend S. Sukowati Rt.02 Rw.03,Minasatene,Minasatene,PANGKAJENE KEPULAUAN,"Evans, Wilson and Navarro"
100000000616,Kp. Teluk Bunga Ros Rt 01 Rw 03,Desa.Teluk,Kec. Kuala Kampar,PELALAWAN,"Shaw, Johnson and Lane"
100000000617,Komplek Opi Jakabaring Palembang,Komplek Opi,Komplek Opi,"PALEMBANG, KOTA","Randall, Turner and Harper"
100000000620,Kelurahan Bukit Tunggal,Bukit Tunggal,Kec. Jekan Raya,"PALANGKARAYA, KOTA",Chase-Harper
100000000621,"Jl. Sapan Iii No.1 Rt.04 Rw.09,","Kel. Bukit Tunggal,",Kec. Jekan Raya,"PALANGKARAYA, KOTA","Schultz, Hill and Webb"
100000000623,"Jl.Andi Pangeran Rt.01/Rw.01,","Desa Cimpu,",Kec.Suli,"PALOPO, KOTA","Park, Williams and Smith"
100000000624,"Dusun Tondojolo,","Desa Basiang,",Kec Ponrang,LUWU,"Montoya, Valencia and Cooke"
100000000625,Jl. Desa Salusana,Desa Salusana,Kec. Larompong Selatan,"PALOPO, KOTA","Patrick, Williams and Alexander"
100000000626,Jl. Pendidikan Rt.01,Desa Leompopacci,Kec. Suli,LUWU,Howard PLC
100000000627,"Dusun Pasang Bua, Rt.001 Rw.I",Desa Tanarigella,Kec. Bua,LUWU,Frye Group
100000000628,Pongraka Desa Tabah,Desa Tabah,Kec. Walenrang Timur,LUWU,"Cooper, Miller and Calhoun"
100000000629,Dusun Ii Sapa Batu,Kel. Sapa Batu,Kec. Tinambung,POLEWALI MANDAR,"King, Banks and Lopez"
100000000630,Jl. Anggur Rt : 01 Rw : 1,Kel. Bojongbata,Kec. Pemalang,PEMALANG,Strong LLC
100000000631,"Jln Medan Km 7,5",JL medan Km 7.5,Tambun Nabolan,"PEMATANGSIANTAR, KOTA","Anderson, Bentley and Adkins"
100000000633,Huta Ii,Desa Tumorang,Kec Gunung Maligas,SIMALUNGUN,"Durham, Andrews and Gomez"
100000000635,Desa Marjandi Embong,Marjandi Embong,Panombeian Panei,SIMALUNGUN,Castillo-Johnson
100000000639,Jl. Samsul Alam Rt 02/Rw 08,Kel. Lompoe,Kec. Bacukiki,"PARE PARE, KOTA",Fuentes Group
100000000640,Jalan Trans Sulawesi Dusun Tangkelai,Desa Maninili,Kec. Tinombo Selatan,PARIGI MOUTONG,"Rodriguez, Lucero and Owens"
100000000641,Jln.Beringin Rt.14 Rw.5,Desa Bencah Kusuma,Kekabun,ROKAN HULU,"Jackson, Lester and Crawford"
100000000642,Jln.Lintas Riau,Desa Tambusai Barat,Kecamatan Tambusai,ROKAN HULU,"Howard, Smith and Walker"
100000000646,Jl Si Pupus Balimbing,Desa Sipupus Lombang,Kec. Padang Bolak Julu Gunung Tua,TAPANULI SELATAN,Ingram and Sons
100000000647,Jalan Pasar Memancar,Desa Marancar Hulu,Kecamatan Marancar,TAPANULI SELATAN,Tucker-Weaver
100000000648,Jln. Simpang Baringin,Desa Tandoan Laut,Angkola Sangkunur,TAPANULI SELATAN,"Hamilton, Miller and Benson"
100000000649,Jl. Tam-Tom Angkola,Desa Aek Parupuk,Tam-Tom Angkola,TAPANULI SELATAN,Tanner-Oliver
100000000650,Desa Raniate,Desa Raniate,Angkola Sangkunur,TAPANULI SELATAN,"Singh, Gonzales and Erickson"
100000000651,Jl. Gondang â€“ Grati,Grati,Grati,PASURUAN,Harper PLC
100000000652,Desa Sung Kulon,Desa Sung Kulon,Kecamatan Pohjentrek,PASURUAN,Bailey Inc
100000000653,Link.Awal Indah Rt.001 Rw.001,Desa Bayeman,Kec.Gondang Wetan,PASURUAN,Curtis Inc
100000000654,"Dsn Gendang Legi Rt,02 Rw.11",Desa Cangkring,Kec.Beji,PASURUAN,Bell LLC
100000000655,Jl. Maribun,Siantar Selatan,Kecamatan Siantar Selatan,SIMALUNGUN,Brown Inc
100000000658,Dkh Jiwo Rt.01/Rw.03,Kel. Jrahi,Kec.Gunung Wungkal,PATI,Gordon-Robertson
100000000663,Sidomulyo Rt. 19 Rw. 04,Kel. Warna Sari,Kec. Kapuas,KAPUAS HULU,Carter PLC
100000000664,Jl.Dogom Rt.01/Rw.01,Kapuas Hulu,Kapuas Hulu,KAPUAS HULU,"Miller, Kelly and Ingram"
100000000667,"Dsn. Pancan Rt. 06 / Rw. 06,","Kel. Getas Rejo,",Kec. Getas Rejo,GROBOGAN,Perkins Group
100000000669,Jl. Raya Babakan Cikao Rt 02 / 03,Desa Cikao Bandung,Kec. Jati Luhur,PURWAKARTA,"Mcclain, Weber and Noble"
100000000670,"Jl. Marga Saluyu I, Rt 01/01",Ds. Cisarua,Kec. Tegalwaru,PURWAKARTA,Cherry LLC
100000000674,Dusun Sawah Lor Rt. 003 Rw. 003,Desa Kemranggen,Kec. Bruno,PURWOREJO,Gill PLC
100000000675,Dusun Munggangsari Rt.03 Rw.04,Desa Plipiran,Kec. Bruno,PURWOREJO,Vasquez-Nolan
100000000676,Sambeng Wetan Kec. Kembaran,Sambeng Wetan,Kembaran,BANYUMAS,White LLC
100000000680,"Jalan R. Nurdin, Dusun Ii",Sinunukan I Central,Sinunukan,MANDAILING NATAL,"Miller, Harris and Barron"
100000000681,Jln.Lintas Mandailing Sumbar,Desa Manisak,Kecamatan Ranto Baek,MANDAILING NATAL,Hess-Brown
100000000682,Jalan Raya Ulu Pungkut,Desa Pungkut Julu,Kecamatan Kota Nopan,MANDAILING NATAL,Long-Owens
100000000683,Jalan Lintas Timur Panyabungan Timur,Desa Ranto Natas,Penyabungan Timur,MANDAILING NATAL,Torres Inc
100000000684,Jalan Lintas Timur Panyabungan Timur,Desa Padang Laro,Penyabungan Timur,MANDAILING NATAL,"Hickman, Taylor and Cook"
100000000685,Jl. Poros Raha Wamengkoli,Kel. Lembo,Kec. Kontu Kowuna,MUNA,"Walker, Murphy and Bradford"
100000000686,Jl Desa Wonosari,Dusun Ii,Kec. Panai Hilir,LABUHANBATU,Snyder PLC
100000000687,Danau Balai,Kel. Danau Balai,Kec. Rantau Selatan,LABUHANBATU,Lin Group
100000000688,Dusun Bangun Sari II,Kel. Negeri Baru,Kec. Bilah Hilir,LABUHANBATU,Campbell Ltd
100000000689,Urung Kompas,Kel. Urung Kompas,Kec. Rantau Selatan,LABUHANBATU,Brown Inc
100000000690,Jl. Besar Tanjung Sarang Elang,Tanjung Sarang Elang,Kec. Panai Hulu,LABUHANBATU,"Dudley, Lee and Mitchell"
100000000691,Jl. Dusun Vii,Desa Sei Rakyat,Kec. Panai Tengah,LABUHANBATU,Smith PLC
100000000692,Dusunsimpang Pardomuan,Desa Tanjung Medan,Bilah Barat,LABUHANBATU,Zhang LLC
100000000693,"Jln. Sidodadi Pnk, Rt 001/Rw 009",Kelurahan Pulo Padang,Kecamatan Rantau Utara,LABUHANBATU,"Carter, Smith and Jackson"
100000000695,Dusun Sidodadi Pasar Ii,Desa Air Hitam,Kualu Leidong,LABUHANBATU UTARA,Richard and Sons
100000000697,Jl. Pemuda Dusun I Pasar Kelayang,Desa Kelayang,Kec. Rakit Rakit Kulim,INDRAGIRI HULU,"Steele, Oliver and Dixon"
100000000698,Jl. Lintas Selatan Rt.06/03,Ds. Punti Anai,Kec. Batang Cenaku,INDRAGIRI HULU,Smith Inc
100000000699,"Kampung Pasir Gadung Rt. 08 Rw. 03,","Desa Jagabaya,",Kec. Warung Gunung,LEBAK,Werner-Parker
100000000708,Ds. Suakan,Ds. Suakan,Kec. Boyan,LEBAK,"Rogers, Warren and Whitaker"
100000000710,Kp. Kramat,Ds. Cikarang,Kec. Muncang,LEBAK,"Williamson, Mckay and Montgomery"
100000000715,Jl. Jaga I,Ds. Bentenan Indah,Kec. Pusomaen,MINAHASA TENGGARA,Rose Group
100000000716,Dusun Danau Teluk,Desa Cempedak,Kec. Tayan Hilir,SANGGAU,Guerra-Andersen
100000000717,"Dusun Tanijaya, Rt/Rw. 02/02",Desa Bunga Raya,Kecamatan Bunga Raya,SIAK,"Beck, Hampton and Johnson"
100000000718,Jl. Dr. Sutomo Rt. 07 Rw. 02,Kelurahan Kepala Dalam,Kecamatan Siak,SIAK,Smith Inc
100000000719,Jl. Perkebunan Sawit Rt01 Rw02 Ds Ukai,Desa Minas Timur,Kec. Minas,SIAK,"Perez, Rogers and Brown"
100000000721,Ling Iv,HUTABALANG,BADIRI,TAPANULI TENGAH,Perez-Joyce
100000000722,Desa Pir Trans Sosa Ii,Desa Pir Trans Sosa Iii,Kec. Hutaraja Tinggi,PADANG LAWAS,Richardson-Phillips
